run;version;scenario;time;mutants;killed;incremental;combinedTime;combined;filteredConflicts;killingPrioritized
2;3.12-2;non-incremental;507;13258;11335;0;0;0;0;0
30;3.12-2;non-incremental;504;13258;11336;0;0;0;0;0
31;3.12-2;non-incremental;504;13258;11335;0;0;0;0;0
32;3.12-2;non-incremental;503;13258;11335;0;0;0;0;0
33;3.12-2;non-incremental;502;13258;11336;0;0;0;0;0
34;3.12-2;non-incremental;502;13258;11335;0;0;0;0;0
35;3.12-2;non-incremental;504;13258;11335;0;0;0;0;0
36;3.12-2;non-incremental;506;13258;11333;0;0;0;0;0
37;3.12-2;non-incremental;501;13258;11335;0;0;0;0;0
38;3.12-2;non-incremental;501;13258;11335;0;0;0;0;0
39;3.12-2;non-incremental;502;13258;11333;0;0;0;0;0
3;3.12-2;non-incremental;502;13258;11334;0;0;0;0;0
40;3.12-2;non-incremental;507;13258;11335;0;0;0;0;0
41;3.12-2;non-incremental;505;13258;11335;0;0;0;0;0
42;3.12-2;non-incremental;500;13258;11335;0;0;0;0;0
43;3.12-2;non-incremental;504;13258;11335;0;0;0;0;0
44;3.12-2;non-incremental;503;13258;11335;0;0;0;0;0
45;3.12-2;non-incremental;501;13258;11334;0;0;0;0;0
46;3.12-2;non-incremental;502;13258;11332;0;0;0;0;0
47;3.12-2;non-incremental;504;13258;11333;0;0;0;0;0
48;3.12-2;non-incremental;505;13258;11334;0;0;0;0;0
49;3.12-2;non-incremental;504;13258;11336;0;0;0;0;0
4;3.12-2;non-incremental;506;13258;11332;0;0;0;0;0
50;3.12-2;non-incremental;503;13258;11335;0;0;0;0;0
5;3.12-2;non-incremental;503;13258;11333;0;0;0;0;0
6;3.12-2;non-incremental;505;13258;11334;0;0;0;0;0
7;3.12-2;non-incremental;502;13258;11337;0;0;0;0;0
8;3.12-2;non-incremental;503;13258;11336;0;0;0;0;0
9;3.12-2;non-incremental;506;13258;11334;0;0;0;0;0
10;3.12-2;normal;109;13258;11334;9568;0;0;0;0
11;3.12-2;normal;137;13258;11335;9552;0;0;0;0
12;3.12-2;normal;130;13258;11335;9550;0;0;0;0
13;3.12-2;normal;136;13258;11337;9553;0;0;0;0
14;3.12-2;normal;111;13258;11334;9562;0;0;0;0
15;3.12-2;normal;132;13258;11333;9553;0;0;0;0
16;3.12-2;normal;108;13258;11335;9555;0;0;0;0
17;3.12-2;normal;113;13258;11336;9551;0;0;0;0
18;3.12-2;normal;110;13258;11336;9554;0;0;0;0
19;3.12-2;normal;167;13258;11335;9556;0;0;0;0
1;3.12-2;normal;110;13258;11333;9554;0;0;0;0
20;3.12-2;normal;137;13258;11332;9552;0;0;0;0
21;3.12-2;normal;133;13258;11334;9554;0;0;0;0
22;3.12-2;normal;109;13258;11333;9553;0;0;0;0
23;3.12-2;normal;133;13258;11333;9562;0;0;0;0
24;3.12-2;normal;110;13258;11333;9555;0;0;0;0
25;3.12-2;normal;109;13258;11333;9568;0;0;0;0
26;3.12-2;normal;110;13258;11332;9553;0;0;0;0
27;3.12-2;normal;117;13258;11335;9551;0;0;0;0
28;3.12-2;normal;106;13258;11332;9555;0;0;0;0
29;3.12-2;normal;110;13258;11335;9554;0;0;0;0
2;3.12-2;normal;110;13258;11335;9561;0;0;0;0
30;3.12-2;normal;109;13258;11334;9555;0;0;0;0
32;3.12-2;normal;136;13258;11335;9567;0;0;0;0
33;3.12-2;normal;114;13258;11335;9553;0;0;0;0
34;3.12-2;normal;113;13258;11334;9558;0;0;0;0
35;3.12-2;normal;110;13258;11336;9553;0;0;0;0
36;3.12-2;normal;108;13258;11335;9556;0;0;0;0
37;3.12-2;normal;133;13258;11334;9565;0;0;0;0
38;3.12-2;normal;117;13258;11333;9551;0;0;0;0
39;3.12-2;normal;133;13258;11335;9561;0;0;0;0
3;3.12-2;normal;111;13258;11335;9554;0;0;0;0
40;3.12-2;normal;110;13258;11335;9553;0;0;0;0
41;3.12-2;normal;111;13258;11335;9561;0;0;0;0
42;3.12-2;normal;132;13258;11334;9557;0;0;0;0
43;3.12-2;normal;108;13258;11333;9553;0;0;0;0
44;3.12-2;normal;108;13258;11335;9563;0;0;0;0
45;3.12-2;normal;110;13258;11335;9553;0;0;0;0
46;3.12-2;normal;127;13258;11335;9555;0;0;0;0
47;3.12-2;normal;135;13258;11335;9563;0;0;0;0
48;3.12-2;normal;110;13258;11333;9555;0;0;0;0
49;3.12-2;normal;112;13258;11333;9558;0;0;0;0
4;3.12-2;normal;130;13258;11335;9552;0;0;0;0
50;3.12-2;normal;129;13258;11334;9570;0;0;0;0
5;3.12-2;normal;130;13258;11333;9562;0;0;0;0
6;3.12-2;normal;131;13258;11334;9552;0;0;0;0
7;3.12-2;normal;111;13258;11334;9554;0;0;0;0
8;3.12-2;normal;108;13258;11335;9553;0;0;0;0
9;3.12-2;normal;109;13258;11334;9561;0;0;0;0
10;3.12-2;prioritiseKillingTests;110;13258;11333;9560;0;0;0;10830
11;3.12-2;prioritiseKillingTests;111;13258;11334;9560;0;0;0;10829
12;3.12-2;prioritiseKillingTests;110;13258;11333;9560;0;0;0;10829
13;3.12-2;prioritiseKillingTests;111;13258;11333;9560;0;0;0;10829
14;3.12-2;prioritiseKillingTests;110;13258;11337;9562;0;0;0;10832
15;3.12-2;prioritiseKillingTests;110;13258;11336;9561;0;0;0;10833
16;3.12-2;prioritiseKillingTests;111;13258;11334;9568;0;0;0;10836
17;3.12-2;prioritiseKillingTests;110;13258;11337;9562;0;0;0;10832
18;3.12-2;prioritiseKillingTests;110;13258;11335;9564;0;0;0;10829
19;3.12-2;prioritiseKillingTests;108;13258;11334;9567;0;0;0;10836
1;3.12-2;prioritiseKillingTests;117;13258;11333;9558;0;0;0;10837
20;3.12-2;prioritiseKillingTests;113;13258;11336;9566;0;0;0;10838
21;3.12-2;prioritiseKillingTests;108;13258;11335;9568;0;0;0;10837
22;3.12-2;prioritiseKillingTests;109;13258;11334;9563;0;0;0;10830
23;3.12-2;prioritiseKillingTests;107;13258;11332;9564;0;0;0;10829
24;3.12-2;prioritiseKillingTests;113;13258;11333;9559;0;0;0;10830
25;3.12-2;prioritiseKillingTests;109;13258;11336;9561;0;0;0;10830
26;3.12-2;prioritiseKillingTests;107;13258;11335;9563;0;0;0;10830
27;3.12-2;prioritiseKillingTests;109;13258;11334;9561;0;0;0;10831
28;3.12-2;prioritiseKillingTests;113;13258;11336;9559;0;0;0;10830
29;3.12-2;prioritiseKillingTests;108;13258;11333;9567;0;0;0;10836
2;3.12-2;prioritiseKillingTests;108;13258;11336;9565;0;0;0;10843
30;3.12-2;prioritiseKillingTests;111;13258;11334;9567;0;0;0;10836
32;3.12-2;prioritiseKillingTests;111;13258;11333;9561;0;0;0;10830
33;3.12-2;prioritiseKillingTests;110;13258;11334;9562;0;0;0;10830
34;3.12-2;prioritiseKillingTests;110;13258;11334;9562;0;0;0;10830
35;3.12-2;prioritiseKillingTests;109;13258;11334;9562;0;0;0;10828
36;3.12-2;prioritiseKillingTests;107;13258;11335;9564;0;0;0;10831
37;3.12-2;prioritiseKillingTests;112;13258;11334;9560;0;0;0;10830
38;3.12-2;prioritiseKillingTests;112;13258;11333;9566;0;0;0;10835
39;3.12-2;prioritiseKillingTests;110;13258;11334;9560;0;0;0;10830
3;3.12-2;prioritiseKillingTests;111;13258;11334;9560;0;0;0;10835
40;3.12-2;prioritiseKillingTests;111;13258;11332;9568;0;0;0;10836
41;3.12-2;prioritiseKillingTests;108;13258;11336;9561;0;0;0;10831
42;3.12-2;prioritiseKillingTests;109;13258;11334;9564;0;0;0;10831
43;3.12-2;prioritiseKillingTests;111;13258;11333;9560;0;0;0;10832
44;3.12-2;prioritiseKillingTests;108;13258;11334;9563;0;0;0;10829
45;3.12-2;prioritiseKillingTests;110;13258;11333;9563;0;0;0;10830
46;3.12-2;prioritiseKillingTests;108;13258;11334;9561;0;0;0;10829
47;3.12-2;prioritiseKillingTests;109;13258;11333;9563;0;0;0;10831
48;3.12-2;prioritiseKillingTests;113;13258;11332;9566;0;0;0;10836
49;3.12-2;prioritiseKillingTests;110;13258;11333;9561;0;0;0;10829
4;3.12-2;prioritiseKillingTests;113;13258;11333;9560;0;0;0;10832
50;3.12-2;prioritiseKillingTests;110;13258;11333;9560;0;0;0;10829
5;3.12-2;prioritiseKillingTests;115;13258;11334;9559;0;0;0;10839
6;3.12-2;prioritiseKillingTests;111;13258;11333;9562;0;0;0;10828
7;3.12-2;prioritiseKillingTests;114;13258;11335;9559;0;0;0;10830
8;3.12-2;prioritiseKillingTests;111;13258;11336;9561;0;0;0;10831
9;3.12-2;prioritiseKillingTests;107;13258;11336;9563;0;0;0;10831
10;3.12-2;prioritiseKillingTestsRandom;106;13258;11335;9557;0;0;0;10836
11;3.12-2;prioritiseKillingTestsRandom;102;13258;11334;9563;0;0;0;10835
12;3.12-2;prioritiseKillingTestsRandom;130;13258;11335;9564;0;0;0;10840
13;3.12-2;prioritiseKillingTestsRandom;146;13258;11337;9563;0;0;0;10839
14;3.12-2;prioritiseKillingTestsRandom;128;13258;11337;9561;0;0;0;10839
15;3.12-2;prioritiseKillingTestsRandom;104;13258;11335;9559;0;0;0;10841
16;3.12-2;prioritiseKillingTestsRandom;108;13258;11335;9561;0;0;0;10837
17;3.12-2;prioritiseKillingTestsRandom;158;13258;11333;9562;0;0;0;10837
18;3.12-2;prioritiseKillingTestsRandom;129;13258;11336;9560;0;0;0;10837
19;3.12-2;prioritiseKillingTestsRandom;132;13258;11337;9563;0;0;0;10837
1;3.12-2;prioritiseKillingTestsRandom;134;13258;11334;9558;0;0;0;10837
20;3.12-2;prioritiseKillingTestsRandom;140;13258;11334;9558;0;0;0;10840
21;3.12-2;prioritiseKillingTestsRandom;127;13258;11334;9564;0;0;0;10840
22;3.12-2;prioritiseKillingTestsRandom;130;13258;11333;9560;0;0;0;10837
23;3.12-2;prioritiseKillingTestsRandom;106;13258;11334;9561;0;0;0;10839
24;3.12-2;prioritiseKillingTestsRandom;129;13258;11335;9562;0;0;0;10836
25;3.12-2;prioritiseKillingTestsRandom;142;13258;11333;9560;0;0;0;10831
26;3.12-2;prioritiseKillingTestsRandom;104;13258;11334;9561;0;0;0;10837
27;3.12-2;prioritiseKillingTestsRandom;145;13258;11334;9562;0;0;0;10836
28;3.12-2;prioritiseKillingTestsRandom;129;13258;11334;9559;0;0;0;10831
29;3.12-2;prioritiseKillingTestsRandom;98;13258;11334;9562;0;0;0;10832
2;3.12-2;prioritiseKillingTestsRandom;128;13258;11336;9565;0;0;0;10843
30;3.12-2;prioritiseKillingTestsRandom;144;13258;11335;9560;0;0;0;10837
32;3.12-2;prioritiseKillingTestsRandom;103;13258;11334;9557;0;0;0;10837
33;3.12-2;prioritiseKillingTestsRandom;131;13258;11333;9558;0;0;0;10837
34;3.12-2;prioritiseKillingTestsRandom;97;13258;11335;9563;0;0;0;10836
35;3.12-2;prioritiseKillingTestsRandom;131;13258;11336;9562;0;0;0;10838
36;3.12-2;prioritiseKillingTestsRandom;130;13258;11335;9564;0;0;0;10836
37;3.12-2;prioritiseKillingTestsRandom;143;13258;11334;9560;0;0;0;10836
38;3.12-2;prioritiseKillingTestsRandom;103;13258;11331;9562;0;0;0;10841
39;3.12-2;prioritiseKillingTestsRandom;130;13258;11334;9564;0;0;0;10835
3;3.12-2;prioritiseKillingTestsRandom;100;13258;11334;9560;0;0;0;10835
40;3.12-2;prioritiseKillingTestsRandom;146;13258;11335;9562;0;0;0;10834
41;3.12-2;prioritiseKillingTestsRandom;102;13258;11336;9557;0;0;0;10836
42;3.12-2;prioritiseKillingTestsRandom;131;13258;11336;9559;0;0;0;10838
43;3.12-2;prioritiseKillingTestsRandom;130;13258;11335;9562;0;0;0;10838
44;3.12-2;prioritiseKillingTestsRandom;130;13258;11337;9561;0;0;0;10833
45;3.12-2;prioritiseKillingTestsRandom;131;13258;11334;9559;0;0;0;10834
46;3.12-2;prioritiseKillingTestsRandom;130;13258;11333;9560;0;0;0;10837
47;3.12-2;prioritiseKillingTestsRandom;105;13258;11332;9560;0;0;0;10837
48;3.12-2;prioritiseKillingTestsRandom;102;13258;11335;9561;0;0;0;10837
49;3.12-2;prioritiseKillingTestsRandom;128;13258;11334;9560;0;0;0;10836
4;3.12-2;prioritiseKillingTestsRandom;131;13258;11334;9560;0;0;0;10832
50;3.12-2;prioritiseKillingTestsRandom;129;13258;11332;9563;0;0;0;10839
5;3.12-2;prioritiseKillingTestsRandom;132;13258;11336;9559;0;0;0;10839
6;3.12-2;prioritiseKillingTestsRandom;144;13258;11334;9564;0;0;0;10838
7;3.12-2;prioritiseKillingTestsRandom;109;13258;11336;9560;0;0;0;10838
8;3.12-2;prioritiseKillingTestsRandom;130;13258;11335;9561;0;0;0;10834
9;3.12-2;prioritiseKillingTestsRandom;107;13258;11334;9560;0;0;0;10836
10;3.12-2;randomTestOrder;798;13258;11334;9539;0;0;0;0
11;3.12-2;randomTestOrder;520;13258;11336;9531;0;0;0;0
12;3.12-2;randomTestOrder;792;13258;11334;9540;0;0;0;0
13;3.12-2;randomTestOrder;607;13258;11333;9543;0;0;0;0
14;3.12-2;randomTestOrder;645;13258;11336;9536;0;0;0;0
15;3.12-2;randomTestOrder;875;13258;11335;9543;0;0;0;0
16;3.12-2;randomTestOrder;837;13258;11336;9543;0;0;0;0
17;3.12-2;randomTestOrder;760;13258;11332;9540;0;0;0;0
18;3.12-2;randomTestOrder;853;13258;11334;9546;0;0;0;0
19;3.12-2;randomTestOrder;576;13258;11335;9531;0;0;0;0
1;3.12-2;randomTestOrder;716;13258;11337;9539;0;0;0;0
20;3.12-2;randomTestOrder;661;13258;11333;9541;0;0;0;0
21;3.12-2;randomTestOrder;871;13258;11334;9533;0;0;0;0
22;3.12-2;randomTestOrder;704;13258;11333;9542;0;0;0;0
23;3.12-2;randomTestOrder;684;13258;11333;9535;0;0;0;0
24;3.12-2;randomTestOrder;626;13258;11335;9543;0;0;0;0
25;3.12-2;randomTestOrder;777;13258;11334;9539;0;0;0;0
26;3.12-2;randomTestOrder;738;13258;11334;9533;0;0;0;0
27;3.12-2;randomTestOrder;797;13258;11333;9543;0;0;0;0
28;3.12-2;randomTestOrder;912;13258;11338;9541;0;0;0;0
29;3.12-2;randomTestOrder;720;13258;11334;9540;0;0;0;0
2;3.12-2;randomTestOrder;723;13258;11334;9538;0;0;0;0
32;3.12-2;randomTestOrder;852;13258;11335;9533;0;0;0;0
33;3.12-2;randomTestOrder;811;13258;11336;9541;0;0;0;0
34;3.12-2;randomTestOrder;576;13258;11335;9544;0;0;0;0
35;3.12-2;randomTestOrder;741;13258;11335;9539;0;0;0;0
36;3.12-2;randomTestOrder;836;13258;11334;9544;0;0;0;0
37;3.12-2;randomTestOrder;764;13258;11336;9534;0;0;0;0
38;3.12-2;randomTestOrder;702;13258;11335;9536;0;0;0;0
39;3.12-2;randomTestOrder;700;13258;11334;9531;0;0;0;0
3;3.12-2;randomTestOrder;726;13258;11331;9534;0;0;0;0
40;3.12-2;randomTestOrder;725;13258;11334;9541;0;0;0;0
41;3.12-2;randomTestOrder;650;13258;11338;9537;0;0;0;0
42;3.12-2;randomTestOrder;540;13258;11334;9543;0;0;0;0
43;3.12-2;randomTestOrder;835;13258;11335;9540;0;0;0;0
44;3.12-2;randomTestOrder;908;13258;11335;9539;0;0;0;0
45;3.12-2;randomTestOrder;686;13258;11335;9534;0;0;0;0
46;3.12-2;randomTestOrder;689;13258;11334;9538;0;0;0;0
47;3.12-2;randomTestOrder;691;13258;11335;9531;0;0;0;0
48;3.12-2;randomTestOrder;688;13258;11335;9543;0;0;0;0
49;3.12-2;randomTestOrder;654;13258;11334;9539;0;0;0;0
4;3.12-2;randomTestOrder;837;13258;11333;9539;0;0;0;0
50;3.12-2;randomTestOrder;706;13258;11335;9537;0;0;0;0
5;3.12-2;randomTestOrder;689;13258;11337;9536;0;0;0;0
6;3.12-2;randomTestOrder;556;13258;11334;9537;0;0;0;0
7;3.12-2;randomTestOrder;813;13258;11336;9540;0;0;0;0
8;3.12-2;randomTestOrder;576;13258;11333;9535;0;0;0;0
9;3.12-2;randomTestOrder;743;13258;11335;9532;0;0;0;0
10;3.12-3;combinedMutantAnalysis;84;13260;11338;12125;0;20;12;0
11;3.12-3;combinedMutantAnalysis;85;13260;11340;12125;0;20;12;0
12;3.12-3;combinedMutantAnalysis;85;13260;11339;12125;0;20;12;0
13;3.12-3;combinedMutantAnalysis;84;13260;11337;12125;0;20;12;0
14;3.12-3;combinedMutantAnalysis;86;13260;11339;12125;0;20;12;0
15;3.12-3;combinedMutantAnalysis;86;13260;11341;12125;0;20;12;0
16;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
17;3.12-3;combinedMutantAnalysis;86;13260;11338;12125;0;20;12;0
18;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
19;3.12-3;combinedMutantAnalysis;85;13260;11341;12125;0;20;12;0
1;3.12-3;combinedMutantAnalysis;85;13260;11339;12125;0;20;12;0
20;3.12-3;combinedMutantAnalysis;85;13260;11337;12125;0;20;12;0
21;3.12-3;combinedMutantAnalysis;85;13260;11339;12125;0;20;12;0
22;3.12-3;combinedMutantAnalysis;85;13260;11339;12125;0;20;12;0
23;3.12-3;combinedMutantAnalysis;86;13260;11339;12125;0;20;12;0
24;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
25;3.12-3;combinedMutantAnalysis;85;13260;11339;12125;0;20;12;0
26;3.12-3;combinedMutantAnalysis;86;13260;11339;12125;0;20;12;0
27;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
28;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
29;3.12-3;combinedMutantAnalysis;84;13260;11339;12125;0;20;12;0
2;3.12-3;combinedMutantAnalysis;85;13260;11340;12125;0;20;12;0
30;3.12-3;combinedMutantAnalysis;84;13260;11339;12125;0;20;12;0
31;3.12-3;combinedMutantAnalysis;86;13260;11340;12125;0;20;12;0
32;3.12-3;combinedMutantAnalysis;86;13260;11338;12125;0;20;12;0
33;3.12-3;combinedMutantAnalysis;84;13260;11339;12125;0;20;12;0
34;3.12-3;combinedMutantAnalysis;86;13260;11338;12125;0;20;12;0
35;3.12-3;combinedMutantAnalysis;84;13260;11339;12125;0;20;12;0
36;3.12-3;combinedMutantAnalysis;86;13260;11337;12125;0;20;12;0
37;3.12-3;combinedMutantAnalysis;86;13260;11340;12125;0;20;12;0
38;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
39;3.12-3;combinedMutantAnalysis;86;13260;11338;12125;0;20;12;0
3;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
40;3.12-3;combinedMutantAnalysis;85;13260;11340;12125;0;20;12;0
41;3.12-3;combinedMutantAnalysis;85;13260;11339;12125;0;20;12;0
42;3.12-3;combinedMutantAnalysis;85;13260;11337;12125;0;20;12;0
43;3.12-3;combinedMutantAnalysis;85;13260;11339;12125;0;20;12;0
44;3.12-3;combinedMutantAnalysis;85;13260;11338;12125;0;20;12;0
45;3.12-3;combinedMutantAnalysis;86;13260;11339;12125;0;20;12;0
46;3.12-3;combinedMutantAnalysis;86;13260;11339;12125;0;20;12;0
47;3.12-3;combinedMutantAnalysis;87;13260;11338;12125;0;20;12;0
48;3.12-3;combinedMutantAnalysis;84;13260;11338;12125;0;20;12;0
49;3.12-3;combinedMutantAnalysis;86;13260;11339;12125;0;20;12;0
4;3.12-3;combinedMutantAnalysis;86;13260;11339;12125;0;20;12;0
50;3.12-3;combinedMutantAnalysis;86;13260;11337;12125;0;20;12;0
5;3.12-3;combinedMutantAnalysis;85;13260;11337;12125;0;20;12;0
6;3.12-3;combinedMutantAnalysis;84;13260;11338;12125;0;20;12;0
7;3.12-3;combinedMutantAnalysis;86;13260;11338;12125;0;20;12;0
8;3.12-3;combinedMutantAnalysis;86;13260;11341;12125;0;20;12;0
9;3.12-3;combinedMutantAnalysis;86;13260;11337;12125;0;20;12;0
10;3.12-3;non-incremental;505;13260;11335;0;0;0;0;0
11;3.12-3;non-incremental;504;13260;11337;0;0;0;0;0
12;3.12-3;non-incremental;511;13260;11335;0;0;0;0;0
13;3.12-3;non-incremental;502;13260;11336;0;0;0;0;0
14;3.12-3;non-incremental;505;13260;11337;0;0;0;0;0
15;3.12-3;non-incremental;508;13260;11336;0;0;0;0;0
16;3.12-3;non-incremental;506;13260;11335;0;0;0;0;0
17;3.12-3;non-incremental;504;13260;11337;0;0;0;0;0
18;3.12-3;non-incremental;508;13260;11337;0;0;0;0;0
19;3.12-3;non-incremental;503;13260;11337;0;0;0;0;0
1;3.12-3;non-incremental;504;13260;11336;0;0;0;0;0
20;3.12-3;non-incremental;505;13260;11336;0;0;0;0;0
21;3.12-3;non-incremental;505;13260;11334;0;0;0;0;0
22;3.12-3;non-incremental;508;13260;11335;0;0;0;0;0
23;3.12-3;non-incremental;507;13260;11336;0;0;0;0;0
24;3.12-3;non-incremental;506;13260;11335;0;0;0;0;0
25;3.12-3;non-incremental;504;13260;11337;0;0;0;0;0
26;3.12-3;non-incremental;511;13260;11335;0;0;0;0;0
27;3.12-3;non-incremental;509;13260;11335;0;0;0;0;0
28;3.12-3;non-incremental;502;13260;11334;0;0;0;0;0
29;3.12-3;non-incremental;506;13260;11337;0;0;0;0;0
2;3.12-3;non-incremental;504;13260;11335;0;0;0;0;0
30;3.12-3;non-incremental;500;13260;11337;0;0;0;0;0
31;3.12-3;non-incremental;504;13260;11338;0;0;0;0;0
32;3.12-3;non-incremental;508;13260;11338;0;0;0;0;0
33;3.12-3;non-incremental;509;13260;11337;0;0;0;0;0
34;3.12-3;non-incremental;504;13260;11335;0;0;0;0;0
35;3.12-3;non-incremental;505;13260;11337;0;0;0;0;0
36;3.12-3;non-incremental;505;13260;11338;0;0;0;0;0
37;3.12-3;non-incremental;502;13260;11336;0;0;0;0;0
38;3.12-3;non-incremental;506;13260;11334;0;0;0;0;0
39;3.12-3;non-incremental;505;13260;11336;0;0;0;0;0
3;3.12-3;non-incremental;502;13260;11334;0;0;0;0;0
40;3.12-3;non-incremental;503;13260;11336;0;0;0;0;0
41;3.12-3;non-incremental;503;13260;11337;0;0;0;0;0
42;3.12-3;non-incremental;506;13260;11336;0;0;0;0;0
43;3.12-3;non-incremental;504;13260;11337;0;0;0;0;0
44;3.12-3;non-incremental;507;13260;11336;0;0;0;0;0
45;3.12-3;non-incremental;504;13260;11337;0;0;0;0;0
46;3.12-3;non-incremental;504;13260;11334;0;0;0;0;0
47;3.12-3;non-incremental;501;13260;11337;0;0;0;0;0
48;3.12-3;non-incremental;502;13260;11338;0;0;0;0;0
49;3.12-3;non-incremental;504;13260;11335;0;0;0;0;0
4;3.12-3;non-incremental;506;13260;11335;0;0;0;0;0
50;3.12-3;non-incremental;505;13260;11337;0;0;0;0;0
5;3.12-3;non-incremental;503;13260;11335;0;0;0;0;0
6;3.12-3;non-incremental;504;13260;11336;0;0;0;0;0
7;3.12-3;non-incremental;503;13260;11336;0;0;0;0;0
8;3.12-3;non-incremental;505;13260;11335;0;0;0;0;0
9;3.12-3;non-incremental;502;13260;11335;0;0;0;0;0
10;3.12-3;normal;84;13260;11336;12125;0;0;0;0
11;3.12-3;normal;85;13260;11340;12125;0;0;0;0
12;3.12-3;normal;84;13260;11339;12125;0;0;0;0
13;3.12-3;normal;85;13260;11339;12125;0;0;0;0
14;3.12-3;normal;85;13260;11339;12125;0;0;0;0
15;3.12-3;normal;84;13260;11338;12125;0;0;0;0
16;3.12-3;normal;85;13260;11337;12125;0;0;0;0
17;3.12-3;normal;85;13260;11338;12125;0;0;0;0
18;3.12-3;normal;86;13260;11340;12125;0;0;0;0
19;3.12-3;normal;85;13260;11342;12125;0;0;0;0
1;3.12-3;normal;85;13260;11340;12125;0;0;0;0
20;3.12-3;normal;85;13260;11340;12125;0;0;0;0
21;3.12-3;normal;84;13260;11338;12125;0;0;0;0
22;3.12-3;normal;84;13260;11337;12125;0;0;0;0
23;3.12-3;normal;84;13260;11337;12125;0;0;0;0
24;3.12-3;normal;84;13260;11339;12125;0;0;0;0
25;3.12-3;normal;86;13260;11338;12125;0;0;0;0
26;3.12-3;normal;84;13260;11339;12125;0;0;0;0
27;3.12-3;normal;86;13260;11338;12125;0;0;0;0
28;3.12-3;normal;83;13260;11339;12125;0;0;0;0
29;3.12-3;normal;83;13260;11339;12125;0;0;0;0
2;3.12-3;normal;84;13260;11338;12125;0;0;0;0
30;3.12-3;normal;83;13260;11339;12125;0;0;0;0
31;3.12-3;normal;85;13260;11339;12125;0;0;0;0
32;3.12-3;normal;84;13260;11338;12127;0;0;0;0
33;3.12-3;normal;85;13260;11338;12129;0;0;0;0
34;3.12-3;normal;84;13260;11339;12129;0;0;0;0
35;3.12-3;normal;86;13260;11340;12128;0;0;0;0
36;3.12-3;normal;85;13260;11340;12128;0;0;0;0
37;3.12-3;normal;85;13260;11340;12126;0;0;0;0
38;3.12-3;normal;84;13260;11339;12124;0;0;0;0
39;3.12-3;normal;84;13260;11340;12129;0;0;0;0
3;3.12-3;normal;85;13260;11338;12125;0;0;0;0
40;3.12-3;normal;85;13260;11340;12130;0;0;0;0
41;3.12-3;normal;84;13260;11339;12126;0;0;0;0
42;3.12-3;normal;85;13260;11338;12129;0;0;0;0
43;3.12-3;normal;85;13260;11339;12123;0;0;0;0
44;3.12-3;normal;85;13260;11338;12127;0;0;0;0
45;3.12-3;normal;85;13260;11340;12129;0;0;0;0
46;3.12-3;normal;85;13260;11340;12131;0;0;0;0
47;3.12-3;normal;85;13260;11340;12129;0;0;0;0
48;3.12-3;normal;84;13260;11339;12129;0;0;0;0
49;3.12-3;normal;87;13260;11337;12126;0;0;0;0
4;3.12-3;normal;85;13260;11339;12125;0;0;0;0
50;3.12-3;normal;85;13260;11337;12126;0;0;0;0
5;3.12-3;normal;84;13260;11338;12125;0;0;0;0
6;3.12-3;normal;85;13260;11337;12125;0;0;0;0
7;3.12-3;normal;86;13260;11339;12125;0;0;0;0
8;3.12-3;normal;84;13260;11338;12125;0;0;0;0
9;3.12-3;normal;85;13260;11337;12125;0;0;0;0
10;3.12-3;prioritiseKillingTests;86;13260;11338;12125;0;0;0;11120
11;3.12-3;prioritiseKillingTests;86;13260;11338;12125;0;0;0;11120
12;3.12-3;prioritiseKillingTests;85;13260;11339;12125;0;0;0;11120
13;3.12-3;prioritiseKillingTests;85;13260;11339;12125;0;0;0;11120
14;3.12-3;prioritiseKillingTests;84;13260;11341;12125;0;0;0;11120
15;3.12-3;prioritiseKillingTests;85;13260;11338;12125;0;0;0;11120
16;3.12-3;prioritiseKillingTests;86;13260;11340;12125;0;0;0;11120
17;3.12-3;prioritiseKillingTests;86;13260;11338;12125;0;0;0;11120
18;3.12-3;prioritiseKillingTests;85;13260;11337;12125;0;0;0;11120
19;3.12-3;prioritiseKillingTests;84;13260;11339;12125;0;0;0;11120
1;3.12-3;prioritiseKillingTests;84;13260;11340;12125;0;0;0;11120
20;3.12-3;prioritiseKillingTests;86;13260;11338;12125;0;0;0;11120
21;3.12-3;prioritiseKillingTests;85;13260;11337;12125;0;0;0;11120
22;3.12-3;prioritiseKillingTests;84;13260;11338;12125;0;0;0;11120
23;3.12-3;prioritiseKillingTests;85;13260;11336;12125;0;0;0;11120
24;3.12-3;prioritiseKillingTests;86;13260;11339;12125;0;0;0;11120
25;3.12-3;prioritiseKillingTests;84;13260;11339;12125;0;0;0;11120
26;3.12-3;prioritiseKillingTests;85;13260;11339;12125;0;0;0;11120
27;3.12-3;prioritiseKillingTests;86;13260;11337;12125;0;0;0;11120
28;3.12-3;prioritiseKillingTests;84;13260;11337;12125;0;0;0;11120
