run;version;scenario;time;mutants;killed;incremental;combinedTime;combined;filteredConflicts;killingPrioritized
29;3.12-3;prioritiseKillingTests;85;13260;11339;12125;0;0;0;11120
2;3.12-3;prioritiseKillingTests;84;13260;11338;12125;0;0;0;11120
30;3.12-3;prioritiseKillingTests;84;13260;11337;12125;0;0;0;11120
31;3.12-3;prioritiseKillingTests;84;13260;11339;12125;0;0;0;11120
32;3.12-3;prioritiseKillingTests;85;13260;11341;12125;0;0;0;11125
33;3.12-3;prioritiseKillingTests;85;13260;11339;12124;0;0;0;11132
34;3.12-3;prioritiseKillingTests;85;13260;11341;12126;0;0;0;11127
35;3.12-3;prioritiseKillingTests;84;13260;11340;12126;0;0;0;11127
36;3.12-3;prioritiseKillingTests;86;13260;11340;12127;0;0;0;11128
37;3.12-3;prioritiseKillingTests;84;13260;11340;12126;0;0;0;11127
38;3.12-3;prioritiseKillingTests;85;13260;11337;12124;0;0;0;11133
39;3.12-3;prioritiseKillingTests;85;13260;11340;12124;0;0;0;11127
3;3.12-3;prioritiseKillingTests;86;13260;11339;12125;0;0;0;11120
40;3.12-3;prioritiseKillingTests;92;13260;11339;12123;0;0;0;11130
41;3.12-3;prioritiseKillingTests;86;13260;11342;12124;0;0;0;11129
42;3.12-3;prioritiseKillingTests;84;13260;11341;12126;0;0;0;11134
43;3.12-3;prioritiseKillingTests;85;13260;11340;12125;0;0;0;11127
44;3.12-3;prioritiseKillingTests;86;13260;11341;12126;0;0;0;11126
45;3.12-3;prioritiseKillingTests;83;13260;11339;12125;0;0;0;11127
46;3.12-3;prioritiseKillingTests;86;13260;11338;12122;0;0;0;11127
47;3.12-3;prioritiseKillingTests;84;13260;11338;12125;0;0;0;11127
48;3.12-3;prioritiseKillingTests;84;13260;11339;12125;0;0;0;11131
49;3.12-3;prioritiseKillingTests;83;13260;11340;12124;0;0;0;11126
4;3.12-3;prioritiseKillingTests;85;13260;11336;12125;0;0;0;11120
50;3.12-3;prioritiseKillingTests;84;13260;11339;12126;0;0;0;11126
5;3.12-3;prioritiseKillingTests;85;13260;11338;12125;0;0;0;11120
6;3.12-3;prioritiseKillingTests;84;13260;11340;12125;0;0;0;11120
7;3.12-3;prioritiseKillingTests;85;13260;11338;12125;0;0;0;11120
8;3.12-3;prioritiseKillingTests;84;13260;11336;12125;0;0;0;11120
9;3.12-3;prioritiseKillingTests;83;13260;11338;12125;0;0;0;11120
10;3.12-3;prioritiseKillingTestsRandom;84;13260;11339;12125;0;0;0;11120
11;3.12-3;prioritiseKillingTestsRandom;85;13260;11339;12125;0;0;0;11120
12;3.12-3;prioritiseKillingTestsRandom;85;13260;11337;12125;0;0;0;11120
13;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12125;0;0;0;11120
14;3.12-3;prioritiseKillingTestsRandom;84;13260;11339;12125;0;0;0;11120
15;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12125;0;0;0;11120
16;3.12-3;prioritiseKillingTestsRandom;85;13260;11339;12125;0;0;0;11120
17;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12125;0;0;0;11120
18;3.12-3;prioritiseKillingTestsRandom;84;13260;11339;12125;0;0;0;11120
19;3.12-3;prioritiseKillingTestsRandom;83;13260;11340;12125;0;0;0;11120
1;3.12-3;prioritiseKillingTestsRandom;86;13260;11339;12125;0;0;0;11120
20;3.12-3;prioritiseKillingTestsRandom;85;13260;11340;12125;0;0;0;11120
21;3.12-3;prioritiseKillingTestsRandom;83;13260;11338;12125;0;0;0;11120
22;3.12-3;prioritiseKillingTestsRandom;84;13260;11337;12125;0;0;0;11120
23;3.12-3;prioritiseKillingTestsRandom;85;13260;11338;12125;0;0;0;11120
24;3.12-3;prioritiseKillingTestsRandom;84;13260;11341;12125;0;0;0;11120
25;3.12-3;prioritiseKillingTestsRandom;85;13260;11340;12125;0;0;0;11120
26;3.12-3;prioritiseKillingTestsRandom;84;13260;11340;12125;0;0;0;11120
27;3.12-3;prioritiseKillingTestsRandom;86;13260;11339;12125;0;0;0;11120
28;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12125;0;0;0;11120
29;3.12-3;prioritiseKillingTestsRandom;84;13260;11337;12125;0;0;0;11120
2;3.12-3;prioritiseKillingTestsRandom;83;13260;11338;12125;0;0;0;11120
30;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12125;0;0;0;11119
31;3.12-3;prioritiseKillingTestsRandom;84;13260;11339;12125;0;0;0;11120
32;3.12-3;prioritiseKillingTestsRandom;84;13260;11339;12124;0;0;0;11151
33;3.12-3;prioritiseKillingTestsRandom;85;13260;11339;12123;0;0;0;11146
34;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12126;0;0;0;11147
35;3.12-3;prioritiseKillingTestsRandom;86;13260;11341;12127;0;0;0;11142
36;3.12-3;prioritiseKillingTestsRandom;87;13260;11340;12127;0;0;0;11146
37;3.12-3;prioritiseKillingTestsRandom;85;13260;11338;12123;0;0;0;11145
38;3.12-3;prioritiseKillingTestsRandom;85;13260;11339;12124;0;0;0;11147
39;3.12-3;prioritiseKillingTestsRandom;84;13260;11337;12128;0;0;0;11145
3;3.12-3;prioritiseKillingTestsRandom;85;13260;11340;12125;0;0;0;11120
40;3.12-3;prioritiseKillingTestsRandom;85;13260;11339;12128;0;0;0;11150
41;3.12-3;prioritiseKillingTestsRandom;83;13260;11342;12123;0;0;0;11152
42;3.12-3;prioritiseKillingTestsRandom;85;13260;11340;12125;0;0;0;11149
43;3.12-3;prioritiseKillingTestsRandom;86;13260;11338;12126;0;0;0;11149
44;3.12-3;prioritiseKillingTestsRandom;84;13260;11341;12128;0;0;0;11140
45;3.12-3;prioritiseKillingTestsRandom;85;13260;11339;12124;0;0;0;11144
46;3.12-3;prioritiseKillingTestsRandom;86;13260;11338;12124;0;0;0;11150
47;3.12-3;prioritiseKillingTestsRandom;84;13260;11339;12125;0;0;0;11144
48;3.12-3;prioritiseKillingTestsRandom;85;13260;11338;12124;0;0;0;11149
49;3.12-3;prioritiseKillingTestsRandom;85;13260;11340;12127;0;0;0;11142
4;3.12-3;prioritiseKillingTestsRandom;84;13260;11340;12125;0;0;0;11120
50;3.12-3;prioritiseKillingTestsRandom;84;13260;11339;12125;0;0;0;11147
5;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12125;0;0;0;11120
6;3.12-3;prioritiseKillingTestsRandom;85;13260;11339;12125;0;0;0;11120
7;3.12-3;prioritiseKillingTestsRandom;84;13260;11340;12125;0;0;0;11120
8;3.12-3;prioritiseKillingTestsRandom;83;13260;11340;12125;0;0;0;11120
9;3.12-3;prioritiseKillingTestsRandom;84;13260;11338;12125;0;0;0;11120
10;3.12-3;randomTestOrder;85;13260;11339;12125;0;0;0;0
11;3.12-3;randomTestOrder;85;13260;11337;12125;0;0;0;0
12;3.12-3;randomTestOrder;85;13260;11338;12125;0;0;0;0
13;3.12-3;randomTestOrder;84;13260;11339;12125;0;0;0;0
14;3.12-3;randomTestOrder;85;13260;11339;12125;0;0;0;0
15;3.12-3;randomTestOrder;84;13260;11337;12125;0;0;0;0
16;3.12-3;randomTestOrder;84;13260;11339;12125;0;0;0;0
17;3.12-3;randomTestOrder;84;13260;11340;12125;0;0;0;0
18;3.12-3;randomTestOrder;85;13260;11337;12125;0;0;0;0
19;3.12-3;randomTestOrder;85;13260;11339;12125;0;0;0;0
1;3.12-3;randomTestOrder;83;13260;11340;12125;0;0;0;0
20;3.12-3;randomTestOrder;85;13260;11338;12125;0;0;0;0
21;3.12-3;randomTestOrder;84;13260;11338;12125;0;0;0;0
22;3.12-3;randomTestOrder;84;13260;11340;12125;0;0;0;0
24;3.12-3;randomTestOrder;85;13260;11339;12125;0;0;0;0
25;3.12-3;randomTestOrder;87;13260;11339;12125;0;0;0;0
26;3.12-3;randomTestOrder;85;13260;11338;12125;0;0;0;0
27;3.12-3;randomTestOrder;85;13260;11339;12125;0;0;0;0
28;3.12-3;randomTestOrder;87;13260;11337;12125;0;0;0;0
29;3.12-3;randomTestOrder;84;13260;11340;12125;0;0;0;0
2;3.12-3;randomTestOrder;85;13260;11340;12125;0;0;0;0
30;3.12-3;randomTestOrder;84;13260;11340;12125;0;0;0;0
31;3.12-3;randomTestOrder;86;13260;11338;12125;0;0;0;0
32;3.12-3;randomTestOrder;84;13260;11341;12109;0;0;0;0
33;3.12-3;randomTestOrder;86;13260;11341;12100;0;0;0;0
34;3.12-3;randomTestOrder;86;13260;11340;12103;0;0;0;0
35;3.12-3;randomTestOrder;85;13260;11339;12100;0;0;0;0
36;3.12-3;randomTestOrder;84;13260;11337;12098;0;0;0;0
37;3.12-3;randomTestOrder;83;13260;11337;12107;0;0;0;0
38;3.12-3;randomTestOrder;85;13260;11340;12105;0;0;0;0
39;3.12-3;randomTestOrder;86;13260;11338;12099;0;0;0;0
3;3.12-3;randomTestOrder;84;13260;11339;12125;0;0;0;0
40;3.12-3;randomTestOrder;84;13260;11337;12106;0;0;0;0
41;3.12-3;randomTestOrder;86;13260;11341;12107;0;0;0;0
42;3.12-3;randomTestOrder;85;13260;11339;12105;0;0;0;0
43;3.12-3;randomTestOrder;87;13260;11338;12104;0;0;0;0
44;3.12-3;randomTestOrder;84;13260;11339;12104;0;0;0;0
45;3.12-3;randomTestOrder;86;13260;11339;12105;0;0;0;0
46;3.12-3;randomTestOrder;84;13260;11340;12098;0;0;0;0
47;3.12-3;randomTestOrder;85;13260;11340;12106;0;0;0;0
48;3.12-3;randomTestOrder;85;13260;11341;12112;0;0;0;0
49;3.12-3;randomTestOrder;85;13260;11339;12106;0;0;0;0
4;3.12-3;randomTestOrder;85;13260;11340;12125;0;0;0;0
50;3.12-3;randomTestOrder;86;13260;11339;12105;0;0;0;0
5;3.12-3;randomTestOrder;84;13260;11340;12125;0;0;0;0
6;3.12-3;randomTestOrder;85;13260;11338;12125;0;0;0;0
7;3.12-3;randomTestOrder;84;13260;11338;12125;0;0;0;0
8;3.12-3;randomTestOrder;84;13260;11338;12125;0;0;0;0
9;3.12-3;randomTestOrder;84;13260;11341;12125;0;0;0;0
10;3.12;combinedMutantAnalysis;521;13247;11319;1326;43;426;22;0
11;3.12;combinedMutantAnalysis;535;13247;11320;1326;44;368;22;0
12;3.12;combinedMutantAnalysis;527;13247;11316;1328;44;426;22;0
13;3.12;combinedMutantAnalysis;523;13247;11319;1328;45;426;22;0
14;3.12;combinedMutantAnalysis;523;13247;11318;1328;45;426;22;0
15;3.12;combinedMutantAnalysis;522;13247;11319;1329;44;426;22;0
16;3.12;combinedMutantAnalysis;522;13247;11319;1328;43;370;22;0
17;3.12;combinedMutantAnalysis;523;13247;11319;1328;44;370;22;0
18;3.12;combinedMutantAnalysis;525;13247;11317;1327;44;426;22;0
1;3.12;combinedMutantAnalysis;539;13247;11316;1329;48;370;22;0
20;3.12;combinedMutantAnalysis;535;13247;11319;1328;44;370;22;0
21;3.12;combinedMutantAnalysis;526;13247;11318;1328;45;426;22;0
22;3.12;combinedMutantAnalysis;525;13247;11318;1329;45;370;22;0
23;3.12;combinedMutantAnalysis;522;13247;11320;1329;44;370;22;0
24;3.12;combinedMutantAnalysis;524;13247;11318;1326;44;370;22;0
25;3.12;combinedMutantAnalysis;521;13247;11319;1325;44;370;22;0
26;3.12;combinedMutantAnalysis;519;13247;11319;1328;44;426;22;0
27;3.12;combinedMutantAnalysis;522;13247;11321;1328;43;426;22;0
28;3.12;combinedMutantAnalysis;523;13247;11318;1329;44;426;22;0
29;3.12;combinedMutantAnalysis;528;13247;11319;1328;43;426;22;0
2;3.12;combinedMutantAnalysis;524;13247;11318;1326;48;370;22;0
30;3.12;combinedMutantAnalysis;519;13247;11318;1328;44;426;22;0
31;3.12;combinedMutantAnalysis;520;13247;11318;1328;44;426;22;0
32;3.12;combinedMutantAnalysis;522;13247;11319;1329;44;426;22;0
33;3.12;combinedMutantAnalysis;524;13247;11319;1328;45;370;22;0
34;3.12;combinedMutantAnalysis;520;13247;11319;1328;44;370;22;0
35;3.12;combinedMutantAnalysis;522;13247;11319;1328;43;426;22;0
36;3.12;combinedMutantAnalysis;520;13247;11319;1328;44;370;22;0
37;3.12;combinedMutantAnalysis;523;13247;11318;1328;43;370;22;0
38;3.12;combinedMutantAnalysis;525;13247;11319;1328;45;370;22;0
39;3.12;combinedMutantAnalysis;520;13247;11317;1328;44;426;22;0
3;3.12;combinedMutantAnalysis;528;13247;11319;1329;46;426;22;0
40;3.12;combinedMutantAnalysis;522;13247;11318;1325;44;370;22;0
41;3.12;combinedMutantAnalysis;523;13247;11318;1328;45;370;22;0
42;3.12;combinedMutantAnalysis;521;13247;11319;1328;44;426;22;0
43;3.12;combinedMutantAnalysis;521;13247;11316;1328;44;426;22;0
44;3.12;combinedMutantAnalysis;523;13247;11318;1328;44;370;22;0
45;3.12;combinedMutantAnalysis;523;13247;11318;1328;44;370;22;0
46;3.12;combinedMutantAnalysis;528;13247;11319;1329;44;426;22;0
47;3.12;combinedMutantAnalysis;522;13247;11317;1328;43;426;22;0
48;3.12;combinedMutantAnalysis;520;13247;11317;1328;44;426;22;0
49;3.12;combinedMutantAnalysis;534;13247;11318;1329;45;426;22;0
4;3.12;combinedMutantAnalysis;525;13247;11317;1328;47;370;22;0
50;3.12;combinedMutantAnalysis;530;13247;11319;1329;44;370;22;0
5;3.12;combinedMutantAnalysis;529;13247;11317;1327;46;370;22;0
6;3.12;combinedMutantAnalysis;523;13247;11319;1328;44;370;22;0
7;3.12;combinedMutantAnalysis;523;13247;11317;1328;44;426;22;0
8;3.12;combinedMutantAnalysis;524;13247;11318;1328;43;370;22;0
9;3.12;combinedMutantAnalysis;524;13247;11319;1328;43;370;22;0
10;3.12;non-incremental;500;13247;11319;0;0;0;0;0
11;3.12;non-incremental;504;13247;11317;0;0;0;0;0
12;3.12;non-incremental;503;13247;11319;0;0;0;0;0
13;3.12;non-incremental;504;13247;11321;0;0;0;0;0
14;3.12;non-incremental;505;13247;11318;0;0;0;0;0
15;3.12;non-incremental;502;13247;11317;0;0;0;0;0
16;3.12;non-incremental;504;13247;11320;0;0;0;0;0
17;3.12;non-incremental;504;13247;11317;0;0;0;0;0
18;3.12;non-incremental;502;13247;11318;0;0;0;0;0
19;3.12;non-incremental;516;13247;11316;0;0;0;0;0
1;3.12;non-incremental;502;13247;11316;0;0;0;0;0
20;3.12;non-incremental;506;13247;11316;0;0;0;0;0
21;3.12;non-incremental;502;13247;11318;0;0;0;0;0
22;3.12;non-incremental;502;13247;11318;0;0;0;0;0
23;3.12;non-incremental;503;13247;11318;0;0;0;0;0
24;3.12;non-incremental;502;13247;11320;0;0;0;0;0
25;3.12;non-incremental;502;13247;11318;0;0;0;0;0
26;3.12;non-incremental;505;13247;11317;0;0;0;0;0
27;3.12;non-incremental;503;13247;11318;0;0;0;0;0
28;3.12;non-incremental;505;13247;11318;0;0;0;0;0
29;3.12;non-incremental;504;13247;11320;0;0;0;0;0
2;3.12;non-incremental;502;13247;11316;0;0;0;0;0
30;3.12;non-incremental;502;13247;11319;0;0;0;0;0
31;3.12;non-incremental;503;13247;11319;0;0;0;0;0
32;3.12;non-incremental;502;13247;11317;0;0;0;0;0
33;3.12;non-incremental;502;13247;11320;0;0;0;0;0
34;3.12;non-incremental;500;13247;11319;0;0;0;0;0
35;3.12;non-incremental;501;13247;11318;0;0;0;0;0
36;3.12;non-incremental;515;13247;11319;0;0;0;0;0
37;3.12;non-incremental;502;13247;11318;0;0;0;0;0
38;3.12;non-incremental;501;13247;11318;0;0;0;0;0
39;3.12;non-incremental;502;13247;11317;0;0;0;0;0
3;3.12;non-incremental;503;13247;11318;0;0;0;0;0
40;3.12;non-incremental;505;13247;11317;0;0;0;0;0
41;3.12;non-incremental;515;13247;11319;0;0;0;0;0
42;3.12;non-incremental;511;13247;11317;0;0;0;0;0
43;3.12;non-incremental;506;13247;11318;0;0;0;0;0
44;3.12;non-incremental;503;13247;11319;0;0;0;0;0
45;3.12;non-incremental;503;13247;11319;0;0;0;0;0
46;3.12;non-incremental;504;13247;11318;0;0;0;0;0
47;3.12;non-incremental;503;13247;11319;0;0;0;0;0
48;3.12;non-incremental;504;13247;11320;0;0;0;0;0
49;3.12;non-incremental;505;13247;11319;0;0;0;0;0
4;3.12;non-incremental;503;13247;11320;0;0;0;0;0
50;3.12;non-incremental;503;13247;11317;0;0;0;0;0
5;3.12;non-incremental;504;13247;11316;0;0;0;0;0
6;3.12;non-incremental;503;13247;11319;0;0;0;0;0
7;3.12;non-incremental;503;13247;11319;0;0;0;0;0
8;3.12;non-incremental;506;13247;11319;0;0;0;0;0
9;3.12;non-incremental;506;13247;11319;0;0;0;0;0
0;3.12;normal;492;13247;11316;1329;0;0;0;0
10;3.12;normal;488;13247;11317;1328;0;0;0;0
11;3.12;normal;491;13247;11318;1327;0;0;0;0
12;3.12;normal;484;13247;11317;1326;0;0;0;0
13;3.12;normal;486;13247;11316;1329;0;0;0;0
14;3.12;normal;484;13247;11318;1328;0;0;0;0
15;3.12;normal;493;13247;11318;1328;0;0;0;0
16;3.12;normal;492;13247;11318;1328;0;0;0;0
17;3.12;normal;484;13247;11318;1326;0;0;0;0
18;3.12;normal;483;13247;11318;1326;0;0;0;0
19;3.12;normal;487;13247;11317;1328;0;0;0;0
1;3.12;normal;486;13247;11317;1328;0;0;0;0
20;3.12;normal;487;13247;11317;1329;0;0;0;0
21;3.12;normal;486;13247;11317;1328;0;0;0;0
22;3.12;normal;489;13247;11317;1327;0;0;0;0
23;3.12;normal;487;13247;11316;1329;0;0;0;0
24;3.12;normal;487;13247;11319;1326;0;0;0;0
25;3.12;normal;486;13247;11319;1329;0;0;0;0
26;3.12;normal;487;13247;11318;1328;0;0;0;0
27;3.12;normal;484;13247;11319;1328;0;0;0;0
28;3.12;normal;499;13247;11317;1327;0;0;0;0
29;3.12;normal;487;13247;11318;1328;0;0;0;0
2;3.12;normal;488;13247;11317;1328;0;0;0;0
30;3.12;normal;488;13247;11320;1329;0;0;0;0
31;3.12;normal;498;13247;11320;1328;0;0;0;0
32;3.12;normal;488;13247;11318;1328;0;0;0;0
33;3.12;normal;487;13247;11319;1328;0;0;0;0
34;3.12;normal;486;13247;11319;1329;0;0;0;0
35;3.12;normal;488;13247;11319;1328;0;0;0;0
36;3.12;normal;489;13247;11319;1328;0;0;0;0
37;3.12;normal;485;13247;11319;1329;0;0;0;0
38;3.12;normal;487;13247;11319;1328;0;0;0;0
39;3.12;normal;486;13247;11319;1328;0;0;0;0
3;3.12;normal;487;13247;11321;1328;0;0;0;0
40;3.12;normal;488;13247;11318;1328;0;0;0;0
41;3.12;normal;487;13247;11316;1328;0;0;0;0
42;3.12;normal;488;13247;11317;1328;0;0;0;0
44;3.12;normal;488;13247;11318;1328;0;0;0;0
45;3.12;normal;486;13247;11317;1328;0;0;0;0
46;3.12;normal;483;13247;11317;1328;0;0;0;0
47;3.12;normal;482;13247;11319;1328;0;0;0;0
48;3.12;normal;484;13247;11319;1328;0;0;0;0
49;3.12;normal;484;13247;11315;1328;0;0;0;0
4;3.12;normal;485;13247;11318;1327;0;0;0;0
50;3.12;normal;484;13247;11318;1328;0;0;0;0
5;3.12;normal;488;13247;11318;1328;0;0;0;0
6;3.12;normal;497;13247;11319;1328;0;0;0;0
7;3.12;normal;485;13247;11316;1328;0;0;0;0
8;3.12;normal;487;13247;11319;1328;0;0;0;0
9;3.12;normal;486;13247;11320;1328;0;0;0;0
10;3.12;prioritiseKillingTests;479;13247;11317;1328;0;0;0;10402
11;3.12;prioritiseKillingTests;482;13247;11319;1328;0;0;0;10412
12;3.12;prioritiseKillingTests;483;13247;11319;1328;0;0;0;10402
13;3.12;prioritiseKillingTests;482;13247;11320;1328;0;0;0;10394
14;3.12;prioritiseKillingTests;480;13247;11318;1328;0;0;0;10411
15;3.12;prioritiseKillingTests;478;13247;11318;1328;0;0;0;10412
16;3.12;prioritiseKillingTests;483;13247;11316;1328;0;0;0;10411
17;3.12;prioritiseKillingTests;481;13247;11317;1328;0;0;0;10412
18;3.12;prioritiseKillingTests;481;13247;11317;1328;0;0;0;10405
19;3.12;prioritiseKillingTests;482;13247;11318;1329;0;0;0;10414
1;3.12;prioritiseKillingTests;483;13247;11318;1328;0;0;0;10410
20;3.12;prioritiseKillingTests;481;13247;11318;1328;0;0;0;10406
21;3.12;prioritiseKillingTests;484;13247;11316;1328;0;0;0;10402
22;3.12;prioritiseKillingTests;482;13247;11318;1326;0;0;0;10411
23;3.12;prioritiseKillingTests;497;13247;11318;1328;0;0;0;10419
24;3.12;prioritiseKillingTests;481;13247;11317;1328;0;0;0;10404
25;3.12;prioritiseKillingTests;480;13247;11317;1328;0;0;0;10400
26;3.12;prioritiseKillingTests;479;13247;11320;1328;0;0;0;10400
27;3.12;prioritiseKillingTests;478;13247;11319;1328;0;0;0;10410
28;3.12;prioritiseKillingTests;480;13247;11318;1328;0;0;0;10414
29;3.12;prioritiseKillingTests;482;13247;11318;1328;0;0;0;10412
2;3.12;prioritiseKillingTests;480;13247;11318;1328;0;0;0;10402
30;3.12;prioritiseKillingTests;482;13247;11319;1329;0;0;0;10412
31;3.12;prioritiseKillingTests;480;13247;11317;1329;0;0;0;10404
32;3.12;prioritiseKillingTests;480;13247;11319;1329;0;0;0;10404
33;3.12;prioritiseKillingTests;478;13247;11320;1328;0;0;0;10401
34;3.12;prioritiseKillingTests;477;13247;11320;1328;0;0;0;10398
35;3.12;prioritiseKillingTests;479;13247;11318;1329;0;0;0;10405
36;3.12;prioritiseKillingTests;487;13247;11320;1328;0;0;0;10419
37;3.12;prioritiseKillingTests;483;13247;11318;1329;0;0;0;10415
38;3.12;prioritiseKillingTests;478;13247;11319;1326;0;0;0;10410
39;3.12;prioritiseKillingTests;483;13247;11319;1328;0;0;0;10403
3;3.12;prioritiseKillingTests;505;13247;11319;1328;0;0;0;10404
40;3.12;prioritiseKillingTests;479;13247;11318;1328;0;0;0;10415
41;3.12;prioritiseKillingTests;482;13247;11320;1326;0;0;0;10418
42;3.12;prioritiseKillingTests;481;13247;11319;1328;0;0;0;10407
43;3.12;prioritiseKillingTests;482;13247;11318;1328;0;0;0;10400
44;3.12;prioritiseKillingTests;481;13247;11316;1328;0;0;0;10410
45;3.12;prioritiseKillingTests;481;13247;11320;1328;0;0;0;10401
46;3.12;prioritiseKillingTests;477;13247;11317;1329;0;0;0;10412
47;3.12;prioritiseKillingTests;492;13247;11320;1328;0;0;0;10404
48;3.12;prioritiseKillingTests;482;13247;11318;1328;0;0;0;10412
49;3.12;prioritiseKillingTests;480;13247;11318;1328;0;0;0;10402
4;3.12;prioritiseKillingTests;483;13247;11319;1328;0;0;0;10414
50;3.12;prioritiseKillingTests;480;13247;11318;1325;0;0;0;10407
5;3.12;prioritiseKillingTests;480;13247;11319;1328;0;0;0;10401
6;3.12;prioritiseKillingTests;481;13247;11318;1328;0;0;0;10410
7;3.12;prioritiseKillingTests;493;13247;11319;1328;0;0;0;10399
8;3.12;prioritiseKillingTests;480;13247;11320;1328;0;0;0;10416
9;3.12;prioritiseKillingTests;480;13247;11319;1326;0;0;0;10405
10;3.12;prioritiseKillingTestsRandom;494;13247;11318;1323;0;0;0;10439
11;3.12;prioritiseKillingTestsRandom;494;13247;11318;1323;0;0;0;10440
12;3.12;prioritiseKillingTestsRandom;489;13247;11320;1324;0;0;0;10433
13;3.12;prioritiseKillingTestsRandom;478;13247;11319;1321;0;0;0;10440
14;3.12;prioritiseKillingTestsRandom;473;13247;11318;1324;0;0;0;10434
15;3.12;prioritiseKillingTestsRandom;491;13247;11319;1321;0;0;0;10442
16;3.12;prioritiseKillingTestsRandom;491;13247;11320;1325;0;0;0;10440
17;3.12;prioritiseKillingTestsRandom;473;13247;11317;1323;0;0;0;10442
18;3.12;prioritiseKillingTestsRandom;491;13247;11319;1322;0;0;0;10439
19;3.12;prioritiseKillingTestsRandom;496;13247;11318;1324;0;0;0;10439
1;3.12;prioritiseKillingTestsRandom;485;13247;11319;1324;0;0;0;10440
20;3.12;prioritiseKillingTestsRandom;476;13247;11318;1326;0;0;0;10441
21;3.12;prioritiseKillingTestsRandom;474;13247;11318;1325;0;0;0;10447
22;3.12;prioritiseKillingTestsRandom;501;13247;11318;1322;0;0;0;10442
23;3.12;prioritiseKillingTestsRandom;492;13247;11319;1323;0;0;0;10445
24;3.12;prioritiseKillingTestsRandom;476;13247;11318;1323;0;0;0;10434
25;3.12;prioritiseKillingTestsRandom;492;13247;11320;1323;0;0;0;10440
26;3.12;prioritiseKillingTestsRandom;499;13247;11319;1323;0;0;0;10440
27;3.12;prioritiseKillingTestsRandom;491;13247;11321;1322;0;0;0;10440
28;3.12;prioritiseKillingTestsRandom;488;13247;11318;1322;0;0;0;10440
29;3.12;prioritiseKillingTestsRandom;471;13247;11317;1324;0;0;0;10440
2;3.12;prioritiseKillingTestsRandom;495;13247;11319;1324;0;0;0;10439
30;3.12;prioritiseKillingTestsRandom;469;13247;11319;1325;0;0;0;10438
31;3.12;prioritiseKillingTestsRandom;497;13247;11320;1323;0;0;0;10443
32;3.12;prioritiseKillingTestsRandom;475;13247;11316;1326;0;0;0;10448
33;3.12;prioritiseKillingTestsRandom;473;13247;11319;1323;0;0;0;10446
34;3.12;prioritiseKillingTestsRandom;472;13247;11318;1323;0;0;0;10441
35;3.12;prioritiseKillingTestsRandom;494;13247;11318;1324;0;0;0;10434
36;3.12;prioritiseKillingTestsRandom;485;13247;11318;1324;0;0;0;10438
37;3.12;prioritiseKillingTestsRandom;474;13247;11320;1325;0;0;0;10439
38;3.12;prioritiseKillingTestsRandom;492;13247;11320;1321;0;0;0;10436
39;3.12;prioritiseKillingTestsRandom;496;13247;11318;1324;0;0;0;10440
3;3.12;prioritiseKillingTestsRandom;490;13247;11317;1322;0;0;0;10438
40;3.12;prioritiseKillingTestsRandom;485;13247;11319;1323;0;0;0;10440
41;3.12;prioritiseKillingTestsRandom;492;13247;11317;1321;0;0;0;10435
42;3.12;prioritiseKillingTestsRandom;493;13247;11321;1324;0;0;0;10439
43;3.12;prioritiseKillingTestsRandom;473;13247;11317;1323;0;0;0;10438
44;3.12;prioritiseKillingTestsRandom;489;13247;11317;1325;0;0;0;10434
45;3.12;prioritiseKillingTestsRandom;471;13247;11320;1322;0;0;0;10438
46;3.12;prioritiseKillingTestsRandom;472;13247;11320;1323;0;0;0;10435
47;3.12;prioritiseKillingTestsRandom;496;13247;11317;1324;0;0;0;10444
48;3.12;prioritiseKillingTestsRandom;478;13247;11317;1322;0;0;0;10441
49;3.12;prioritiseKillingTestsRandom;475;13247;11320;1325;0;0;0;10451
4;3.12;prioritiseKillingTestsRandom;476;13247;11320;1324;0;0;0;10438
50;3.12;prioritiseKillingTestsRandom;502;13247;11320;1321;0;0;0;10439
5;3.12;prioritiseKillingTestsRandom;494;13247;11319;1324;0;0;0;10433
6;3.12;prioritiseKillingTestsRandom;474;13247;11319;1322;0;0;0;10438
7;3.12;prioritiseKillingTestsRandom;474;13247;11319;1324;0;0;0;10437
8;3.12;prioritiseKillingTestsRandom;477;13247;11319;1324;0;0;0;10436
9;3.12;prioritiseKillingTestsRandom;494;13247;11318;1322;0;0;0;10440
10;3.12;randomTestOrder;849;13247;11318;1312;0;0;0;0
11;3.12;randomTestOrder;721;13247;11318;1311;0;0;0;0
12;3.12;randomTestOrder;814;13247;11319;1314;0;0;0;0
13;3.12;randomTestOrder;775;13247;11317;1314;0;0;0;0
14;3.12;randomTestOrder;727;13247;11318;1317;0;0;0;0
15;3.12;randomTestOrder;888;13247;11317;1313;0;0;0;0
16;3.12;randomTestOrder;723;13247;11321;1317;0;0;0;0
17;3.12;randomTestOrder;740;13247;11317;1313;0;0;0;0
18;3.12;randomTestOrder;611;13247;11320;1316;0;0;0;0
